cleaned_stemmed,sentiment_prediction
gimana nikmatin banget debat prinsip berfikir aja gak ngerti mau ngajak debat rocky wkwkw,positive
gak malu tonton masyarakat,negative
profesor galaxy tantang langsung gas mantab bung rocky,positive
tahun dengar rocky gerung akhir sadar kalo beliau terlalu tele jelas cuma bikin kalian takjub dgn cara jelas isi point yg sampai sama aja dgn tokoh yg sering undang jadi bicara narasumber,negative
beda kontek panjang lebar ngomong yg dengar gak bakal ngerti beda jalur kontek yg bicara jadi pusing,negative
negara bukan negara mafia jangan dek yaa jangan dengar yaa dengar kann,neutral
mantap bang rg biar keluar jilat nya,positive
bang rocky mantap,positive
roky roky mau kau baca juta buku kalau ahklakmu bonyok tak guna utk bangsa percumah,negative
dosen andal bung rocky,positive
otakh wkwkwkwk ngaka anjir awal awal rocky gerung pake kho,positive
kuat lawan bung rocky debat pikir eehh malah emosi karuan hahahha sangat malu emang banding cerdas bung rocky hahaha malu maluin,negative
adegan ambil satu catat biasa orang yg laku tindak yg rugi bilang enggak contoh bocah curi uang ibu bilang enggak karna takut tahu orang bilang bukan jilat padahal rg gak nyebutin nama,negative
jgn undang yg emosi,negative
hahaha make ilmu tahu lah rocky pake metodologi dibales nya malah make emosi jebak sama dungu nya sendiri kan lo bung hadeuhh maluu atuh maluu,negative
om deddy senyum lihat,positive
tetep dukung bang rg,positive
kwkwkw pancing,positive
debat kok pake emosi kl kalah yaudah diem ajah malah bantah sok pinter kosong,negative
pancing tanya roky rokiy slalu beri tanya lawan jawab rocy tau siap rumah jadi gtu bahasa jawanya mulek muter terus,negative
i love you rocky you winners,positive
susah lawan bung rocky lawan amien rais sendiri makanya beliau sangat takjub dg statment pak ar implementasi rocky gerung makanya rg gerung berani punya argumentasi,negative
yg cundang jelas sih silvester jilat sejati silvester,positive
jgn undang yg pake jas nga seru klu rg mantap,positive
yg tuju rg manusia cundang,negative
kalah depat ko emosi kocak,negative
ga pukul lan ga seruu,negative
klo teori memang paling mudah rg klo tanya kuhp pasal berapa mana rg tahu,positive
info suara rekam asli dong pen tau ngmong apa,negative
biar terang bung rocky salah kaprah imam katolik paus uskup pastor biarawan biarawati lama jadi meni memang paus meni paus adrian ii meni jadi imam katolik duda tahun duda baru jadi imam katolik jadi imam emang hidup salibat meni,negative
main pasal an yg nyata aja ketua kpu mk ma,positive
makanya bang rocky diskusi dgn manusia,negative
rg muter mulu sampe akhir sesi ga jawab yg ambil ga mutu sesi,negative
kalau kontrol emosi jangan ikut debat pak malu in,negative
roky lgi ngobrol sama siapa sih kayak gada manusia aja,negative
kasi orang rocky gerung mantap,positive
rocky cerdas berani kontrol emosi,negative
tuju bang rg ngadepin kaum otak soak cuma perlu bentur logika sendiri,negative
mantep bener tim kreativ inews bikin sketsa komedi bagus,positive
kalau org pintar pilih rocky jelas banget bodoh tu org ngk yg tau lihat banget hidup nyaman dg jilat,negative
kala argument fait trus bung rocky,negative
ko malu sendiri liat bapak jas biru,negative
bahas gak hasil jangan lihat siapa emosi tidak hasil gak hasil tanya jawab tanya jawab gak jelas,negative
d bilang abdur arsyad prinsip rotan tak kayu bakar jadi,negative
belit koridor yg jelas,negative
sok berani aja kek nantang baku hantam cari yg selwan bro,negative
ahaahhaah silfester silfester,positive
sangat guna bang rocki cuma yg berani wakil rakyat suara,positive
lawan makin emosi rocky malah dekat badan tanda rocky tau tdk yg perlu takut lawan panas rocky tetap santai tonton sangat guna,negative
spil ig tuh orang donk,negative
asli kan bukan settingan,neutral
you ngaku makjlebb,negative
bung rocky ngasik kuliah murid sd haahh no rocky no party hidup bang rocky gerung,negative
hahahhahhahhahahahhahhahahahhahaha lol,positive
sebenernya bpk sopan awal serang pribadi sm keluar kata kotor pancing emosi nya liat bapak bodoh,negative
heyy yg punya sosmed sangkut laah lempar kesini silahturahmi bareng,negative
sijas biru mirip irma ngrocos aja kalau kalah debat suka serang personal,positive
sini sdh tahu mana elegan didik video contoh banding buat ajar mahasiswa biar makin cerdas super sekali acara manfaat hibur sekali,positive
nya rg nambah waras yg wawas yg konyol selferr,negative
anak sma aja paham si silvester bapak siaapa anjeeng,positive
bung roky de best,positive
mantap bung rocky kali klw cari lawan debat pinter bung minimal level sama bung rocky nanya apa guna bung rocky buat bangsa susah ngomong sama orang dungu,positive
bukan cundang gk ngerti makanya kalo kata anak kecil anak kecil orang acara banyak pemboong kata anak kecil anak jedar kalo gk salah deh,negative
new tlol people unlocked silfes silfes wkwkwkwk,negative
lah ko ngamok,negative
astagaa bkin malu nyaa tpi kalian inget kalau suara sndiri suara nothing tpi kalau demo besar turun jabat beliau baru dengar,negative
logical fallacy semua,positive
ngakak cok,negative
liat kan yg marah yg gk ngerti,negative
makasih bung rocky rakyat tau mana cerdas mana tolloll,negative
beda kelas bos ngaku intelek kosong kok jadi ketawa sendiri,negative
kelas jilat bukan kelas lawan rocky gerung,neutral
memang ragu cerdas prof rocky,positive
bukti cawe cawe sampai bung rg lampir awal debat and that person would never realize it as he has such a big mouth with small brain,negative
nyata benar ahh makin banyak ilmu makin tunduk ana kiraa cuma mitos,positive
seruu kulit teruss gilir ud kalah serang personal,negative
kena pidana nih orang uu ite pers orang kata kasar siar langsung mau gw viralin,negative
maluu ah penjilatt,negative
hebat bung roky,negative
bapak baju biru argumen balas argumen bukan emosi,neutral
ciri ciri orang bodoh gak kontrol emosi saudara mohon jangan tiru you bodoh,negative
eh ngaku sadar,negative
bodoh debat lihat watak tahu pintu keluar kan mending keluar room meski kalah ketimbang maki pakai bahasa kotor depan mahasiswa ribu mata luar wkwkkw,negative
coy coy prof vs bocah sd yg halusinasi,negative
kualitas om silfester memang jauh bawah orang bujang lapuk gampang pancing mau langsung serang personal,negative
lihat siapa pintar siapa bisa nilai,positive
roki gerung klo jaman suharto nasib dng munir,negative
kalah ilmu sama rocky,negative
kok lah sarjana kek gt,negative
contoh paling simple paling sederhana paling gampang nilai lah orang yg punya ilmu tahu luas tu lebih mudah sulut emosi nya debat orang yg lebih ber ilmu sendiri benar nya sadar kalo ilmu rocky gerung atas segala nya manusia normal,positive
hahahaha anjiirr anjirr mah bukan level sama rg curiga sdnya ga tamat,neutral
bang rocky rock n roll we proud of you,positive
jilat cuma pakai lidah tak pernah pakai otak jijik,negative
silfester apa guna buat republik,negative
tuju sama bung rocky sehat selalu bung rocky salam akal sehat,positive
jangan undang rg bikin kacau sopan debat diri ngomong nya muter ngalur ngidul gak jelas serang pribadi mbodoh in orang rg bicara sok an sombong kaya pinter diri yg rendah kalau kamu pinter cerdas kamu rahasia agama kamu takut sama publik padahal orang yg cerdas agama penting cerdas ngawur berani kalau yg tanya agama nya mau jawab nya buka,negative
silferter onderdil,negative
ad hominem tonton silfester contoh logical fallacy ciri dungu berfikir,negative
ga langsung bung rocky ngasih kuliah mahasiswa,negative
jadi ikut jokowi menang bilang gak apa apa lalu ngerogo isi kantong mutar mutar iku lebih pintar,negative
gimana gk emosi tanya apa jelasin apa,negative
rokky sangat guna bukti dosen,positive
pusing liat rocky ngomong mutar terus omong nya cocok dgn anis,positive
salah satu bukti dungu orang hadap prof rg,negative
jokodok,positive
hebat dulu yg makan apa waktu kecil bung rocky moga hidayah,positive
liat statement akhir debat rocky jd biar tau guna gk negara,negative
naik tengsi jadi memang rg keren,negative
merdeka bung rocky lanjut juang parapahlawan gugur super intelektual,negative
sifester ndesoo v,positive
gmn bung rocky mau terang in kalau potong terus,negative
orng idot ajak debat lah jadi liat hdp roki,negative
kalau kamu ngerti lawan dong,negative
ad hominem,negative
love rocky,positive
yg jelas emang bikin selalu seruh pas era jokowi apa apa rubah undang undang gilir tanya manah sy tau,negative
lembaga pnjilat ga kaya master roki jnius,negative
moga orang manusi silver kawan panjang umur aje,positive
lah nyerang pribadi pas serang marah,negative
bkn ngebelain siapa sini bung rocky sih kan dimitai bukti kbohongn pmrinth mlh ngasih kuliah,negative
preman pakai jas,positive
akhir dungu orang lihat mudah pancing emosi sama ikan yg mudah pancing kasih umpan cacing,negative
pahah kalah dnat naik darah brjuang master roko,negative
ilmu roky ilmu mantik d pesantren ajar hari santri bedah satu kata jam rogoh semua celana klo biasa sering ajar tasauf tafsir semua orang erti rocky kali jngan terlalu tajam ucap nya pakai kta kias apa lh semua orang erti,negative
ga malu tuh yg pake jas biru hahaha pancing sama bung roki lanjutin bung roki sampe akar y,negative
siap ring tintu aja lebih enak,positive
jauh beda nya orang punya ilmu emng ajar sama orang punya ijazah ga punya ilmu,negative
bodoh tonton bodoh mu pedess banget,negative
memalukaan,negative
lucu liat lawan dbt pak rg,negative
rocky gerung asli cerdass,positive
guna ilmu mu bagi bukan maki hina orang umpat mungkin singgung orang lebih adab la debat masing punya jalan sendiri cari rezeki pola pikir akademisi beda praktisi semua tuju rejeki bayang semua orang jadi akademisi siapa yg jadi praktisi menjalanlan negara bayang semua orang jadi praktisi siapa yg bantu lahir calon baru the next praktisi salam air ludah,positive
ngotot mana bukti wani piro,negative
pikir rocky lm kayak setan bicara,negative
kok ngamok lekk,negative
astaghfirullah cermin apa yg ucap seprti watak bunga rocky hebatt akhir tampak wajah aslinyaa,positive
emosional,negative
rocky persen,positive
bung aiman gk perlu undang lg roky garung bs rusak didik mahasiswa,negative
yg nama nya dikulitin,negative
kok ngamokk,negative
temen ibukota bagi selatan wa gue nonton konser dangdut koplo nih life sini klen paham kan sukses orang rg bukan lihat berapa banyak mahasiswi yg lulus dgn predikat cum not in laude lebih berapa emosi orang yg anggap cerdas cuma sedikit kesal mencak mencak caci maki olok hina dina ucap sumpah serapah kalo siram air muka on air bentuk dungu dgn balut kedok agama laksana habib suruh santriwatinya wudlu sana,negative
mohon inpo akun sosmednya si silfester dong,positive
rocky gerung guna buat akal sehat bangsa cuma mau vote,negative
rg bela benar tuh si jas biru laku sprti mafia haaddeehh,negative
gimana mau terang dungu best rocky,positive
roki joss,negative
hahaha preman pasar liat bgt anjir ngakak buhahaha,negative
lawan dipencudangin sm rg,negative
rg kren mancing nya sehat trus pak rg amien,negative
jadi tau klo orang bilang orang hukum,negative
joss rg didik bangsa demokrasinkembali jalurvyang benar nyala kau ricky,positive
emg sijokoi guna apa buat negara,negative
miris liat pak baju biru,negative
joki nih skripsi wkwkwkwkk,positive
rasuk tuh,negative
bung rocky ad lawan satu ikan pancing,negative
keren bang rg,positive
klo emosi jangan ikut diskusi debat masuk mma,negative
om roky waktu caci diem diem senyum senyum terus mepet,positive
hey silvester siapaa,positive
rocky gun logika lawan gun dogma liat jilat,negative
tangkap raja jawa usak bangsa dinasti kkn jokowi bukti hermeneutika politik jokowi,positive
hahahaa hebat bung rocky,positive
silvester dekat emosi alih alih lari rg malah sodor badan tp apa daya silvester buat apa apa bukti dungu silvester tau negara hukum kontak fisik sembarang laku panggung siar global tp biar emosi kendali karna apa dungu,negative
silvester bingung gw objective tp bagi besar omong rocky ga ngerti rg mo k arah situ silvester ga ngerti jalan wkwkwkwkwk gimana mo jelasin klo gak ngerti teori wkwkwkwk jebak bolak balik sumpah ngakakk,negative
you bodoh prinsip kalimat lengkap masuk kepala buat sendiri kata bodoh jadi serang pribadi padahal maksud bung rocky you bodoh konteks prinsip jadi malah lihat beneran bodoh,negative
biasa mah klo kalah debat emosi yg maen wkwkwk mntep bung roky,negative
bung rocky kau ngomong sama orang yg gak otak jd bingung mau jawab tanya,negative
gas terus prof garis keras depan,negative
cie marah,negative
malu jadi anak silvester,negative
dukung rocky sprtinya hidup gampang bodoh hasut deh ga isi gitu muter doang gada ujung framing fitnah,negative
lihat bodo sekali depan rocky kena pancing,negative
dalilut kalah dalil ngajak gelut,negative
bung rocky vs acara pitra cs elsa syarif bahas bidang hukum seru kayak nya nih,negative
roky gerung orang paling pinter ngoceh doank indonesia,negative
bilang bung rocky guna republik pak rocky rela ngajar ga bayar ga guna republik ampun puh,negative
wkwkwkwkwk jujur jauh subtansi bung rocky si rocky emg jago teori muter selalu bikin diksi sendiri wkwk liat mentok,negative
bung rg asset ri harga,positive
keakean metode cangkem om roky,negative
tolol yg hakiki jadi,negative
bungkus ale ale kasih nyawa sama jas gitu jadi,positive
rocky mah cuap doang si paling pinter yg dukung tanya dah,positive
om roky liat banget pusing debat ko bawa nara sumber kayak bikin makalah aja,negative
sangat malu hebat bang rg argumen sngat masuk akal,negative
bung rocky memang hebat terang detail moga orang indonesia erti filsafat hukum bung rocky biar tipu dg cawe,positive
tangkap kali sangat bobot jual laku berapa,negative
orang yg bodoh orang yg kalah debat ga jawab trus emosi hahahaha semua orang sdh tau bung rocky orang profesor beliau jelas abdi negara beliau ajar cerdas bangsa sehat selalu bung rocky,negative
emosi yg kontrol tanda dungu argumentasi,negative
hilang harga diri,negative
awal yg serang personal balas dgn tahu mala emosi cemen,negative
debat kusir dalang nya roky gemblungg,negative
admin bilangin aiman si s gak usah undang lg,negative
emosi tanda pikir ga sampe,negative
sungguh miris adab kata nya ngatain orng bodoh akan manusia lebih pintar se pintar pintar nya manusia tau adab bicara anak tk aja tau adab bicara orng tau,negative
emang gitu yg nama cundang berani ngelawan orang yg punya kuasa dmn orang yg hamba diri kuasa sebut cundang orang jgn kaga ngerti yg nama cundang,negative
kata beril koq ngajak muter sifesterott,negative
hahaha turun bakal malu banget engkong didunguin se konoha wkwkwk selamat pak,positive
