cleaned_stemmed,sentiment_prediction
orang pintar ngomong bilang,negative
btrti marah jilat,negative
kang aiman sengaja rocky gas ngasih panas manusia silver ituu kayak puas aiman,negative
level rocky gerung,negative
rocky gerung dungu hanya orang bilng jenius jenius mn tebar benci,negative
hoee jokowii rakyatt suka desa jokowii cinta rocky gerung orang pintar sopan santun,positive
rocky gerung keren,positive
si moderator aiman bawa debat enak tonton,positive
rocky tenang mnguasai panggung bng noel mgkn kpancing senyum doank,positive
mbulet gerung bahaya mahsiswa kslsu ngikuti,negative
silfester alone,positive
nothingness tulis jean paul sartre heidegger nulis time rocky peleset dikit,negative
elegan etika etika,positive
kualitas geng tabrak tabrak masuk ya gitu cuman gertak udah kalah ajak mikir kenyaang uang haram ya,negative
emng hebat rocky lawan debat trlihat ngaku jilat marah,negative
tempramental perihal hati pikir otak biologis,negative
malu lihat,negative
orang hukum kalah debat bang rocky,negative
rocky gay ular bludak,negative
ngomong rocky gerung hari jam ngotot setting panggung debat media view,negative
swmua komentar dukung rocky mantaapp,positive
peter tau malu banget,negative
silfester pikir dominasi rocky gerung maki agresif body language reaksi rocky gerung rocky gerung silent langkah maju dekat silfester pake perspektif martial arts silent posture rocky gerung bahaya silent deadly kalem kontrol emosi silfester tampil citra buruk,negative
apa hidup negeri kerja keras usaha kaya dapet stress salah nasib pimpin negeri becus mengsejahterakan masyarakat,negative
gila sih rocky bilang dungu pantes orang emosi,negative
ngamok rek,positive
silfester sdg bukti betapa sulit kelola emosi akal sehat,negative
ikan pancing,positive
rakyat pintar nilai,positive
ngakak ngeliat orang hukum ngerti nama debat udah kalah otak emosi,negative
gmna angin dungu,negative
jaman jokowi kali jabat dungu gantung ikut pimpin,negative
anak sd tau partai jilat,positive
plaster otak biar emosi,negative
rocky gerung guru bangsa sulit cari tanding,negative
orang sulit pasang orang milik tidak normal hidup sudut pandang psikologis nama narsistik rocky gerung,negative
bang sat,positive
malu emosi tampil bahaya pimpin haus kuasa tsbt,negative
silfester bicara jebak rocky,negative
langsung jiwa jilat langsung ngomong luar kontrol ngomong rocky mantap,positive
ajar bodoh pegang teguh,negative
rocky pinter sayang adab,positive
score rocky gerung unggul,positive
sd baca literasinya rendah banget disrh baca rocky juos,negative
indonesia orang filsuf memporak porandakan akal dungu rk,negative
ngakak hahahah,negative
rockyy,positive
rocky gerung debat prabowo milih,negative
silfester tuh sih anak lomte,negative
mantap rockyy gas teruss kasih kulih orang,positive
keren rocky,positive
rocky gerung baik cerah,positive
silfester jilat emosi bravo bang rocky gerung,positive
bilang bodoh ya bodoh bilang dungu ya pintar,negative
lawan debat rocky gerung lulus dosen paksa,negative
siipp jilat ya gitu halal gimana jabat proyek,negative
tau marah biasa orang kalah debat tau ngamuk,negative
rocky gerungterlalu hebat silfester lemah,positive
silfer silfeer nampakan kedunguuanmu,positive
harap rocky gerung digampol,negative
dungu hakim sih rendah profesi,negative
asli kasih jabat koar koar ngomong mana teori teori ilmu tahu hadehh sok paham cuman ngomong orang ngobrol warteg,negative
metal kerupuk coba coba debat rocky gerung jantung,negative
buka kah acara intelaktual tambah wawas masyarakat ter khusus mahasisawa hadir lantas orang bicara bicara,negative
bicara segi filsafat bicara segi advokat ya ketemu level nalar beda,positive
dungu banding lurus emosi labu gorong,negative
hidup akal sehat emosi nih ye,negative
tonton narasumber enak,positive
ngomong podcast debat ngak dampak ubah ekonomi hny sbgai panggung media view,negative
rocky sipukul nyamperin nyali mantap,positive
si rocky goreng mbulet dasar asumsi duga,negative
rocky gerung bikin partai orang,negative
urus bujang lapuk,negative
rocky,positive
kali stasiun tv lokal nasional undang orang kontrol emosi cubit cubit debat preman logika tahu,negative
haalaah,positive
mantap rocky terrlihat dungu nyaa,positive
lawan padan rocky gerung bang adi napitupulu,negative
rocky gerung dosen cerdas anak bangsa bilang guna jas biru jasa,positive
anjrit detik cok keri anak bangga bentuk sprti,positive
rocky gerung best cerdas bangsa,positive
kmu guna,positive
rocky nguasai mantig asas argumen oral susah hadap pakai akal,positive
rocky sante selow,negative
silfester sungguh malu mata nama dialog didpn publik terampil dapat kontrol emosi butuh tampil panggung publik,negative
mlh mngadu domba narasumber mncari poin mncerdaskan,negative
kena mental tuh prilaku kata,negative
mantap rocky lawan,positive
posisi jepit silfester serang pribadi cerdas bravo rocky menyalaa rocky gerung,positive
matane ki loh ngomong gimana potong mulu blok,negative
statement si manusia silver bumerang hahahha kocaak ter,negative
rocky gerung srorang filsafat lawan bukti jujur karna utara dasar asumsi lawan asumsi nahh ngalain rocky cuman dustin,negative
gokill rocky,negative
rocky bukti putar jawabanya rocky gerung pinter emg pinter bicara jwab bukti mna anak buah ketawa hh,negative
silfiter ngaku orang hukum orang intelek ngumbar emosi tonton lemah,negative
slamat viral berkat dungu congrats,positive
gas bang rocky kasih paham biar tau jilat kuasa,negative
mantap roger,positive
mntap rocky gerung,negative
antek jokowi kaya gtu,negative
kasih cerdas rocky gerung si jas biru ilmu bicara,positive
silfer bner paham esensi kalimat tua paham lawan bicara bicara sirat terang video miris,negative
sya terang terang terang end terang karna ya emang bukti tuduh abah jago main hasil nihil,negative
ring rocky,positive
rakyat indonesia bahagia nonton bodoh silfester,negative
waduuh mantap bang rocky gerung,positive
sibodoh marah,negative
nonton tolol loe silpestett,negative
rocky mantapp,positive
tinju namax pukul om rocky,negative
banget sih level lawan debat ikat kontrak deh debat menit udah tinggal rocky gerung nyambung orang,negative
wkwkqk lucu emang debat bgini bilang rocky negeri,positive
save rocky,positive
orang cerdas orang tahan emosi,negative
fikir bujang prinsip rocky bujang prinsip,positive
rocky idola,positive
lucu si feter,positive
orang hukum kalah rocky,negative
rocky gerung ente lawan debat malu,negative
hasut,negative
aseli ngakak lihat langsung sana teriak cemen,negative
emosi sprtinya bahagia,negative
kosa silfester cundang bukti,negative
terminologi bsa cerna sih lawan debat padan terima kasih rocky hidup pola pikir masarakat,positive
negara konyol,positive
lawan bicara rocky tuh jilat mungkir,negative
masyarakat cerdas rocky gerung,negative
sungguh bodoh hakiki pda orang jas penting dua,negative
vidio rocky ng mundur serang dungu idiot rocky maju ud kuda dungu idiot nyerang fisik rocky ud alam mmanya smua lihat ulang ulang vidio,negative
harga lawak tertawa dukung rocky gerung,positive
orang mampu akal utuk juang negara bilang dungu orang rendah orang agama apa calon peng huni surga ikut orang pintar meng hidup jasat,negative
baper plester plester,positive
alhamdulillah jokowi best,positive
rocky gerung nyebut jilat nyebut narasumber inews ngapa silfester bakar jenggot aneh orang,negative
orang sok ngerti hukum bodoh depan mahasiswa emosi,negative
klu ring rocky menang gunung lari ketawa mudah mudah cepat ring deh,positive
rocky gerung pandai didik rakyat pikir cerdas terima kasih rocky gerung,positive
kepintran otak ok adap rq,positive
rocky gaya cool,positive
rocky gerung keren beban marah ngaku hidup bahagia laku brangasan,negative
lawan argumen bos emosi paham hukum rocky gerung bravo rocky gerung cerdas emosi argumen rakyat malu sosok paham hukum emosional,negative
debat orang bodoh emg susah ya hajar bang rocky,negative
ngapain orang kaya gitu undang buang buang kuota lihat diskusi ngamuk,negative
rocky gerung uang ijak dilepar kotor nilai,negative
ngaku jilat,negative
hebat pakai rocky,positive
acara berat belah moderator,positive
yes saksi sejarah orang bodoh bodoh sulut amarah god bless rocky sesuai nama rocky gerung rocky batu keras gerung lantang lantang gaung suara keras bangsa butuh orang berani,negative
rocky gerung suka putar gampang su udhon,positive
rocky gerung guna bgi masyarakat cerdas bangsa kecerdasanya atas,negative
rocky gerung rendah rendah spill akun tt bro,negative
rocky gerung nama bisa gerung coba posisi pimpin anggota dpr menteri tau jokowi rocky rocky manusia cari uang cela orang,negative
perilaku si silves gejala overdosis akibat banyak men jhilat fanthat mulyono,negative
rocky joss,positive
mad,negative
ud counter atk bang rocky,positive
cundang rugi bangsa kalimat selfister rugi bangsa koruptor rocky bilang bodoh,negative
ilmu hukum lawan rocky gerung debat rocky orang patah argumen rocky rocky bedebat menang benar makan gin deh muara emosi kontrol emosi lawan kontrol jati tuju debat patah dapat rocky gerung,negative
otak kuat otot tindak lini hidup nyata ya biar langsung biar seru acara narasumber bayar resiko ngomong lawan otak ya kena tumbuk,negative
dunguu debessdtt rocky,negative
jilat ngomong,negative
ah seruu,positive
pancing ikan lapar,positive
dukung rocky tombak rakyat beliau wakil rakyat sungguh orang wakil pikir rakyat terus usaha dukung,positive
teorotis rocky gerung wajah sombong pinter bangsa butuh rocky gerung watak,negative
tolong banned manusia emosi bagus contoh orang,negative
silfester stallone pasti jabat yaa minimal komisaria bumn laah yaa,negative
bravo akal sehat,positive
lawan rocky gerung debat emosi titik terang,negative
panik silfestre emosi rocky lanjutkn,negative
wkwkk kulitin rocky gerung panik banget,negative
suara silfester jadi sound meme,positive
bukti ulang kali bukti tiada,neutral
rocky rocky gerung yes yes yes,positive
malu dunia narsum keren rocky cerdas logik,negative
bayar piro kui bravo rocky gerung,positive
main rocky,positive
ikan betok kena pancing sehat rocky gerung,negative
kalah ilmu namuk,negative
hahahahha rocky singgung orang bodoh singgung jas biru arogan orang salam akal sehat,negative
rocky orang,negative
mahasiswa asyik banget lihat bodoh silfester orang hukum ngerti hukum,negative
biru derama bae tinggal buku baca sd kunci cawe doang,negative
rocky gerung mancing emosi lawan hahaha,negative
nunguin gelut,negative
emosi si jas biru minim literasi,negative
pinter banget stasiun tvnya,negative
next calon debat liat dl ijazah min,positive
beda klas selfester,positive
sifat asli tikus das,negative
ngakak lihat kena ulti rocky,negative
malu seunur hidup si silfeter,negative
payah silfester debat pakai otot,negative
debat tidur rumah ngedot,negative
sensor ending,positive
sehat rocky,positive
indonesia,positive
smart rocky,positive
blajar sd jelasin ucap,negative
silfester emosi mikirnya selogic tahu bang rocky adu gagas ngajak antem diskusi pake otot sil ali nababan emosi ngajak antem pake otot emang ring tinju bang rocky bicara ilmu tahu bang rocky orang cerdas wajahnyapin enak liat debat kuasa materi silfester bang rocky,negative
rocky ngomong ngalor ngidul,negative
hmm salah si acara pancing si rocky legitimasi hukum bukti lidah rocky dangkal emosi si acara si acara main rocky good one,positive
rocky gerung manusia tercedas jujur berani indonesia gemuk blg menjilatndi tv kenyataanya rakyat tay gemuk usaha tutup junjunganya emosi wajar ttp dukung rocky gerung suka jokowi stlh periode manuever politik sgt terang benderang halal,negative
rocky dasar baca ilmu praktek terap karna sungguh tong kosong nyaring bunyi,negative
level rocky kasihan lantang dungu,negative
ajar rocky gerung profesor ahli pancing emosi,negative
ahahahaa,positive
sombong angkuh kalah ciri suka motong omong beres denger rocky kelas prof dengar zebagai rakyat,negative
modertornya biar trhadap xmat rocky gerung sombong tonton rakyar educated,negative
medan melayu kah medan kah,negative
gedek bilang rakyat dengar,negative
nikola tesla temu listrik tegang ac bolak hasil pengetahuanya detik rasa manfaat tinggal meni debat serang personal payah ente silferter,positive
hadap lawan salah silfester debat nol bobot tonton dungu publik,negative
silefeter guna guna rocky gerung,negative
bang rocky cerdas klu mombodohi,positive
emosi tanda super sungguh,negative
orang rocky kasi panggung indonesia anak mudah maju rocky ajar ilmu debat guna bisa putar kosong bahasa filsafat tujuanya membingukan lawan bicara ajar rocky gerung kosong murit prestasi kenal menjdi orang perintah mahasiswa hipnotis ajar rocky gerung bawa maju,negative
kereen mang rocky,positive
sakit bangsa rk pikir negatif,negative
orang sumber pilosopi erti orang berpilosop pilosop makana asli makna paha allah tuhan maha tau,negative
moment statement tutup rocky pukul mati orang serang pribadi pulang paris bawa medali emas momen suka kameramennya inews tayang wajah manusia pandai jilat puas puas terima kasih babang kameramen,positive
sama bang rocky,positive
dukung rocky gerung,positive
hahaha ribut logika,positive
serang pribadi plus emosi puji cocok udah paket lengkap sengsara sekitar,negative
mantap rocky umpan ikan bodoh tangkap,positive
kemarin bahlil ulah silfester sadar rusak elektabilitas jokowi mantap rocky gerung,positive
sifat asli si silfester,negative
rocky gerung putar bukti,negative
ngejelasin odgj,negative
mantap rocky gerung bangga negara rocky gerung,positive
lihat jilat pancing emosi keren rocky gerung,negative
profesor ajar rocky gerung berani,positive
main lucu pancing rocky serang ilmu si dungu serang pribadi,negative
rocky bangga indonesia,positive
akademisi mana si rocky gerung ya,negative
rocky pintar olah ngomong kontribusi nol,negative
copet teman teman teman aksi sipencopet hasil copet lempar hasil copet tem sang korban hilang tuduh copet copet dalih bela bukti,negative
ketua minus,positive
dikatain dekat keren rocky,positive
biar orang pintar rocky gerung jatuh orang rocky gerung rendah orang,negative
hajar spenjilat rk,positive
